Branch	Duplications	Transfers	Losses	Originations	CopyNum
GCA_002304445_1_ASM230444v1_genomic	30.300000000000026	774.5699999999872	748.1699999999764	25.980000000000118	2319.0
GCA_003558065_1_ASM355806v1_genomic	79.91000000000001	316.68999999999403	333.4799999999887	15.539999999999907	2259.0
GCA_007130045_1_ASM713004v1_genomic	64.78000000000002	265.01999999999657	400.6599999999875	17.010000000000016	2126.0
GCA_007132315_1_ASM713231v1_genomic	60.51000000000002	309.1799999999929	542.3099999999791	14.769999999999904	2022.0
GCA_013215165_1_ASM1321516v1_genomic	80.57000000000004	512.9299999999897	675.9499999999805	29.450000000000095	1839.0
GCA_014529675_2_ASM1452967v2_genomic	80.06000000000007	873.4499999999896	416.53999999998285	29.570000000000086	2472.0
GCA_014879845_1_ASM1487984v1_genomic	87.58000000000007	1010.639999999986	480.91999999998336	35.61000000000012	2887.0
GCA_016217545_1_ASM1621754v1_genomic	64.79	537.9999999999891	395.76999999998907	22.170000000000055	2891.0
GCA_016871775_1_JGI_2017-08-21_genomic	157.3800000000002	567.1999999999874	1039.0199999999797	27.4000000000001	2265.0
GCA_018239675_1_ASM1823967v1_genomic	73.12000000000006	565.0699999999885	737.5399999999736	24.57000000000001	2414.0
GCA_018667915_1_ASM1866791v1_genomic	84.3300000000001	1261.1699999999898	815.4799999999744	48.94999999999995	2630.0
GCA_018700525_1_ASM1870052v1_genomic	151.99999999999994	438.99999999999017	504.62999999998686	21.55000000000001	2636.0
GCA_902728235_1_LCC4_PacBio_genomic	94.46000000000001	467.14999999998884	385.7599999999833	18.20999999999995	2328.0
GCA_903862595_1_freshwater_MAG_Loclat_bin_15473_genomic	177.25000000000003	639.5599999999879	774.7099999999725	20.409999999999986	2369.0
GCA_903890485_1_freshwater_MAG_VK1_bin_0186_genomic	84.28000000000011	622.899999999987	851.3099999999757	22.810000000000045	2115.0
GCF_000019965_1_ASM1996v1_genomic	72.71000000000002	876.8999999999861	824.2399999999762	36.56000000000011	2984.0
GCF_000025905_1_ASM2590v1_genomic	41.77000000000001	281.9899999999964	404.62999999998664	17.06999999999993	2067.0
GCF_000171235_2_ASM17123v2_genomic	139.15000000000006	582.9999999999898	699.6799999999769	31.300000000000093	2373.0
GCF_001580015_1_ASM158001v1_genomic	21.740000000000013	100.07000000000178	137.84000000000222	5.179999999999966	1321.0
GCF_001580045_1_ASM158004v1_genomic	11.729999999999997	72.67000000000044	173.63999999999908	4.389999999999969	1247.0
GCF_001746835_1_ASM174683v1_genomic	16.789999999999992	249.28999999999746	409.15999999999013	12.629999999999928	2643.0
GCF_002310495_1_ASM231049v1_genomic	50.70000000000003	815.6999999999861	719.5599999999771	30.800000000000104	2662.0
GCF_003054705_1_ASM305470v1_genomic	64.70999999999998	676.8899999999869	704.0099999999769	33.34000000000012	2893.0
GCF_003096195_1_ASM309619v1_genomic	96.37000000000013	657.0999999999881	948.2899999999777	24.79000000000006	1881.0
GCF_003185655_1_ASM318565v1_genomic	29.000000000000007	312.5499999999942	401.4499999999875	15.17999999999992	1963.0
GCF_004118375_1_ASM411837v1_genomic	26.290000000000042	369.8999999999934	302.4199999999936	17.77999999999996	2885.0
